latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.973637,-2.4015198,105.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h),wind_direction_100m (°),soil_temperature_0_to_7cm (°C),soil_temperature_7_to_28cm (°C),soil_temperature_28_to_100cm (°C),rain (mm),precipitation (mm),et0_fao_evapotranspiration (mm)
2025-01-16T21:00,9.4,62,100,4.0,178,10.2,11.8,13.7,0.00,0.00,0.00
2025-01-16T22:00,8.7,68,100,2.9,198,9.8,11.7,13.7,0.00,0.00,0.00
2025-01-16T23:00,9.4,66,100,1.1,333,9.6,11.6,13.7,0.00,0.00,0.00
2025-01-17T00:00,9.6,66,100,1.9,311,9.5,11.5,13.7,0.00,0.00,0.00
2025-01-17T01:00,10.5,62,100,1.8,11,10.3,11.6,13.7,0.00,0.00,0.00
2025-01-17T02:00,9.1,84,100,5.5,50,10.0,11.6,13.7,0.50,0.50,0.00
2025-01-17T03:00,9.3,89,95,3.0,167,9.8,11.5,13.7,1.30,1.30,0.00
2025-01-17T04:00,9.0,96,100,2.4,6,9.7,11.5,13.7,1.30,1.30,0.00
2025-01-17T05:00,8.7,94,98,2.8,188,9.4,11.4,13.7,0.70,0.70,0.00
2025-01-17T06:00,8.2,93,100,0.5,13,8.8,11.3,13.7,0.20,0.20,0.00
2025-01-17T07:00,8.4,94,100,1.9,329,8.7,11.2,13.7,0.30,0.30,0.00
2025-01-17T08:00,8.5,95,100,2.6,307,8.7,11.1,13.7,0.30,0.30,0.01
2025-01-17T09:00,9.6,89,81,2.2,352,9.4,11.0,13.7,0.10,0.10,0.04
2025-01-17T10:00,10.9,81,58,3.3,348,10.4,11.0,13.7,0.10,0.10,0.10
2025-01-17T11:00,11.3,80,71,3.4,353,11.3,11.0,13.7,0.10,0.10,0.15
2025-01-17T12:00,11.9,77,67,4.7,360,12.3,11.1,13.6,0.10,0.10,0.18
2025-01-17T13:00,12.5,73,67,7.3,39,12.7,11.3,13.6,0.10,0.10,0.19
2025-01-17T14:00,12.8,69,39,8.5,32,13.4,11.4,13.6,0.00,0.00,0.19
2025-01-17T15:00,12.8,68,25,9.4,39,13.7,11.6,13.6,0.00,0.00,0.17
2025-01-17T16:00,12.5,67,17,11.2,43,13.5,11.7,13.6,0.00,0.00,0.13
2025-01-17T17:00,11.0,74,27,6.5,50,12.8,11.9,13.6,0.00,0.00,0.05
2025-01-17T18:00,9.1,82,30,3.4,62,11.5,11.9,13.6,0.00,0.00,0.02
2025-01-17T19:00,8.7,84,54,2.5,84,10.6,11.9,13.6,0.00,0.00,0.00
2025-01-17T20:00,7.9,87,44,2.7,126,9.9,11.8,13.6,0.00,0.00,0.00
2025-01-17T21:00,7.5,89,64,1.0,61,9.4,11.7,13.6,0.00,0.00,0.00
2025-01-17T22:00,7.1,89,28,1.4,27,8.9,11.6,13.6,0.00,0.00,0.00
2025-01-17T23:00,6.2,91,54,3.0,259,8.4,11.5,13.6,0.00,0.00,0.00
2025-01-18T00:00,6.7,92,46,5.5,241,8.3,11.3,13.6,0.00,0.00,0.00
2025-01-18T01:00,7.4,90,60,4.4,240,8.8,11.4,13.6,0.00,0.00,0.00
2025-01-18T02:00,7.6,91,48,6.5,233,8.7,11.3,13.6,0.00,0.00,0.00
2025-01-18T03:00,7.4,90,60,7.7,241,8.5,11.2,13.6,0.00,0.00,0.00
2025-01-18T04:00,6.9,92,81,7.1,243,8.2,11.0,13.6,0.00,0.00,0.00
2025-01-18T05:00,6.7,92,100,6.7,233,8.0,10.9,13.6,0.00,0.00,0.00
2025-01-18T06:00,7.3,90,100,7.9,233,8.0,10.8,13.6,0.00,0.00,0.00
2025-01-18T07:00,7.2,90,100,8.5,231,8.0,10.7,13.6,0.00,0.00,0.00
2025-01-18T08:00,7.7,89,100,9.3,232,8.1,10.6,13.6,0.00,0.00,0.02
2025-01-18T09:00,8.8,87,100,10.1,221,8.6,10.5,13.6,0.30,0.30,0.04
2025-01-18T10:00,9.5,90,100,9.9,221,9.1,10.5,13.6,0.90,0.90,0.05
2025-01-18T11:00,9.9,90,100,9.2,218,9.5,10.4,13.6,1.40,1.40,0.05
2025-01-18T12:00,9.9,91,100,9.3,231,9.9,10.5,13.5,0.60,0.60,0.06
2025-01-18T13:00,12.1,78,100,8.6,256,11.4,10.7,13.5,0.20,0.20,0.13
2025-01-18T14:00,12.7,72,99,4.2,297,12.1,10.9,13.5,0.10,0.10,0.15
2025-01-18T15:00,13.2,70,87,1.4,27,12.8,11.0,13.5,0.00,0.00,0.14
2025-01-18T16:00,13.2,70,30,2.1,12,13.0,11.2,13.5,0.00,0.00,0.11
2025-01-18T17:00,11.6,81,68,2.9,33,12.5,11.3,13.5,0.00,0.00,0.04
2025-01-18T18:00,10.5,82,80,1.7,71,11.6,11.4,13.5,0.00,0.00,0.02
2025-01-18T19:00,9.6,86,100,3.2,174,10.9,11.4,13.5,0.00,0.00,0.00
2025-01-18T20:00,9.0,89,4,3.7,210,10.4,11.4,13.5,0.00,0.00,0.00
2025-01-18T21:00,7.3,94,0,5.0,235,9.7,11.4,13.5,0.00,0.00,0.00
2025-01-18T22:00,6.6,94,0,6.1,237,9.1,11.3,13.5,0.00,0.00,0.00
2025-01-18T23:00,6.1,93,0,6.4,223,8.6,11.2,13.5,0.00,0.00,0.00
2025-01-19T00:00,5.6,94,0,7.0,218,8.1,11.0,13.5,0.00,0.00,0.00
2025-01-19T01:00,5.1,95,0,5.3,224,8.2,10.8,13.5,0.00,0.00,0.00
2025-01-19T02:00,4.9,95,1,4.9,236,7.7,10.6,13.5,0.00,0.00,0.00
2025-01-19T03:00,4.7,94,1,4.6,240,7.3,10.5,13.5,0.00,0.00,0.00
2025-01-19T04:00,4.5,93,1,4.4,219,6.9,10.3,13.5,0.00,0.00,0.00
2025-01-19T05:00,4.3,93,2,5.4,219,6.6,10.2,13.4,0.00,0.00,0.00
2025-01-19T06:00,4.2,93,5,5.4,201,6.4,10.0,13.4,0.00,0.00,0.00
2025-01-19T07:00,4.0,92,5,4.8,194,6.1,9.9,13.4,0.00,0.00,0.00
2025-01-19T08:00,5.3,89,2,7.4,224,6.2,9.7,13.4,0.00,0.00,0.01
2025-01-19T09:00,9.4,80,0,8.4,233,7.3,9.6,13.4,0.00,0.00,0.07
2025-01-19T10:00,12.7,68,0,7.7,254,9.2,9.6,13.4,0.00,0.00,0.16
2025-01-19T11:00,14.6,58,0,7.0,261,11.1,9.7,13.4,0.00,0.00,0.24
2025-01-19T12:00,15.9,54,0,4.9,267,12.9,9.9,13.4,0.00,0.00,0.30
2025-01-19T13:00,16.9,51,0,4.4,286,13.9,10.2,13.4,0.00,0.00,0.32
2025-01-19T14:00,17.3,46,0,6.0,298,14.9,10.5,13.3,0.00,0.00,0.30
2025-01-19T15:00,17.3,44,0,5.2,310,15.3,10.9,13.3,0.00,0.00,0.24
2025-01-19T16:00,16.3,53,77,6.4,10,15.1,11.2,13.3,0.00,0.00,0.16
2025-01-19T17:00,13.0,74,66,5.9,59,14.0,11.5,13.3,0.00,0.00,0.05
2025-01-19T18:00,10.9,79,92,2.2,78,12.4,11.6,13.3,0.00,0.00,0.01
2025-01-19T19:00,10.3,80,100,0.9,90,11.1,11.6,13.3,0.00,0.00,0.00
2025-01-19T20:00,10.4,79,100,2.7,185,10.5,11.6,13.3,0.00,0.00,0.00
2025-01-19T21:00,10.9,74,82,2.0,189,10.3,11.6,13.3,0.00,0.00,0.00
2025-01-19T22:00,9.6,77,66,4.5,235,9.8,11.5,13.3,0.00,0.00,0.00
2025-01-19T23:00,8.6,78,4,5.7,233,9.3,11.4,13.3,0.00,0.00,0.00
2025-01-20T00:00,7.4,76,0,6.1,230,8.8,11.3,13.3,0.00,0.00,0.00
2025-01-20T01:00,7.7,71,0,5.6,232,9.5,11.5,13.3,0.00,0.00,0.00
2025-01-20T02:00,6.9,73,0,5.5,231,8.9,11.4,13.3,0.00,0.00,0.00
2025-01-20T03:00,6.3,76,2,5.7,228,8.4,11.3,13.3,0.00,0.00,0.00
2025-01-20T04:00,5.7,79,0,5.7,213,8.0,11.1,13.3,0.00,0.00,0.00
2025-01-20T05:00,5.4,82,0,5.7,201,7.7,11.0,13.3,0.00,0.00,0.00
2025-01-20T06:00,5.4,83,0,5.9,206,7.4,10.8,13.3,0.00,0.00,0.00
2025-01-20T07:00,5.5,84,0,5.7,211,7.1,10.6,13.3,0.00,0.00,0.00
2025-01-20T08:00,7.2,80,0,5.6,204,7.2,10.5,13.3,0.00,0.00,0.02
2025-01-20T09:00,11.7,71,49,7.0,217,8.5,10.4,13.3,0.00,0.00,0.08
2025-01-20T10:00,15.6,57,98,6.8,252,10.4,10.4,13.3,0.00,0.00,0.18
2025-01-20T11:00,17.9,47,100,7.3,254,12.4,10.5,13.3,0.00,0.00,0.27
2025-01-20T12:00,19.3,39,100,8.7,243,13.8,10.7,13.3,0.00,0.00,0.30
2025-01-20T13:00,20.7,33,81,10.1,245,14.9,11.0,13.3,0.00,0.00,0.37
2025-01-20T14:00,21.3,31,68,10.5,239,15.9,11.3,13.3,0.00,0.00,0.36
2025-01-20T15:00,21.5,35,98,8.2,243,16.4,11.7,13.3,0.00,0.00,0.29
2025-01-20T16:00,20.1,47,100,3.8,294,16.4,12.0,13.3,0.00,0.00,0.17
2025-01-20T17:00,16.7,62,100,4.2,2,15.6,12.3,13.3,0.00,0.00,0.06
2025-01-20T18:00,14.0,75,100,5.5,53,14.2,12.4,13.3,0.00,0.00,0.03
2025-01-20T19:00,13.2,75,100,2.8,29,13.1,12.5,13.3,0.00,0.00,0.00
2025-01-20T20:00,13.6,73,100,0.9,62,12.7,12.6,13.3,0.00,0.00,0.00
2025-01-20T21:00,13.1,72,100,0.4,78,12.1,12.6,13.3,0.00,0.00,0.00
2025-01-20T22:00,11.8,76,99,2.2,343,11.4,12.5,13.3,0.00,0.00,0.00
2025-01-20T23:00,10.6,75,100,3.0,227,10.8,12.4,13.3,0.00,0.00,0.00
2025-01-21T00:00,9.9,73,95,3.0,270,10.4,12.3,13.3,0.00,0.00,0.00
2025-01-21T01:00,10.1,77,100,1.7,170,10.7,12.6,13.3,0.00,0.00,0.00
2025-01-21T02:00,9.3,78,100,1.3,22,10.2,12.5,13.3,0.00,0.00,0.00
2025-01-21T03:00,9.0,79,99,1.1,9,9.8,12.3,13.3,0.00,0.00,0.00
2025-01-21T04:00,9.1,78,99,0.7,42,9.6,12.2,13.3,0.00,0.00,0.00
2025-01-21T05:00,8.6,80,100,2.3,300,9.3,12.0,13.3,0.00,0.00,0.00
2025-01-21T06:00,8.3,80,100,3.5,221,9.1,11.9,13.3,0.00,0.00,0.00
2025-01-21T07:00,8.5,77,100,4.5,213,9.0,11.7,13.3,0.00,0.00,0.00
2025-01-21T08:00,10.0,73,99,6.0,226,9.1,11.6,13.3,0.00,0.00,0.03
2025-01-21T09:00,13.9,68,100,7.8,234,10.2,11.5,13.3,0.00,0.00,0.08
2025-01-21T10:00,18.1,57,100,7.2,242,12.0,11.5,13.3,0.00,0.00,0.17
2025-01-21T11:00,20.5,45,99,6.3,270,13.8,11.7,13.3,0.00,0.00,0.26
2025-01-21T12:00,21.8,41,100,4.1,305,15.5,11.9,13.3,0.00,0.00,0.31
2025-01-21T13:00,22.7,42,99,5.3,328,16.2,12.0,13.3,0.00,0.00,0.35
2025-01-21T14:00,22.9,41,93,4.2,337,17.3,12.4,13.3,0.00,0.00,0.32
2025-01-21T15:00,22.7,44,87,4.6,36,17.9,12.7,13.3,0.00,0.00,0.27
2025-01-21T16:00,21.3,53,96,5.0,49,17.8,13.1,13.3,0.00,0.00,0.17
2025-01-21T17:00,17.6,66,89,5.9,83,16.8,13.3,13.4,0.00,0.00,0.07
2025-01-21T18:00,15.9,68,84,2.4,80,15.2,13.5,13.4,0.00,0.00,0.02
2025-01-21T19:00,15.4,69,100,1.1,74,14.0,13.6,13.4,0.00,0.00,0.00
2025-01-21T20:00,15.2,67,87,0.8,63,13.0,13.5,13.4,0.00,0.00,0.00
2025-01-21T21:00,13.5,71,83,0.4,63,12.2,13.5,13.4,0.00,0.00,0.00
2025-01-21T22:00,11.7,71,63,6.2,257,11.7,13.4,13.4,0.00,0.00,0.01
2025-01-21T23:00,11.5,67,0,7.9,255,11.4,13.3,13.4,0.00,0.00,0.02
2025-01-22T00:00,10.7,68,0,7.2,240,11.1,13.1,13.4,0.00,0.00,0.01
2025-01-22T01:00,10.6,70,6,6.1,254,10.3,13.1,13.4,0.00,0.00,0.01
2025-01-22T02:00,10.1,70,39,6.4,248,10.1,13.0,13.4,0.00,0.00,0.01
2025-01-22T03:00,9.8,70,64,6.6,233,9.8,12.8,13.5,0.00,0.00,0.01
2025-01-22T04:00,9.6,71,100,7.0,228,9.8,12.6,13.5,0.00,0.00,0.01
2025-01-22T05:00,9.1,72,100,7.1,222,9.7,12.4,13.5,0.00,0.00,0.01
2025-01-22T06:00,8.8,71,100,6.9,216,9.5,12.3,13.5,0.00,0.00,0.01
2025-01-22T07:00,8.7,68,100,7.5,211,9.4,12.1,13.5,0.00,0.00,0.01
2025-01-22T08:00,9.9,65,100,8.2,208,9.5,12.0,13.5,0.00,0.00,0.04
2025-01-22T09:00,14.0,60,100,8.9,200,10.4,11.9,13.5,0.00,0.00,0.10
2025-01-22T10:00,18.2,53,100,7.4,207,12.2,11.9,13.5,0.00,0.00,0.19
2025-01-22T11:00,20.8,41,98,6.7,238,14.0,12.0,13.5,0.00,0.00,0.27
2025-01-22T12:00,22.4,35,100,8.8,250,15.7,12.2,13.5,0.00,0.00,0.35
2025-01-22T13:00,23.3,31,100,10.6,243,17.0,12.7,13.5,0.00,0.00,0.38
2025-01-22T14:00,23.4,32,100,8.2,255,17.8,13.0,13.5,0.00,0.00,0.34
2025-01-22T15:00,22.9,39,100,4.3,293,18.0,13.4,13.5,0.00,0.00,0.24
2025-01-22T16:00,21.6,57,99,2.7,339,18.0,13.7,13.5,0.00,0.00,0.14
2025-01-22T17:00,19.5,50,97,1.0,32,17.1,13.9,13.5,0.00,0.00,0.05
2025-01-22T18:00,17.5,53,96,1.7,44,15.6,14.0,13.5,0.00,0.00,0.02
2025-01-22T19:00,16.7,56,97,1.2,66,14.5,14.1,13.5,0.00,0.00,0.00
2025-01-22T20:00,16.4,58,100,1.0,53,13.7,14.1,13.5,0.00,0.00,0.00
2025-01-22T21:00,15.8,57,99,0.5,33,13.1,14.0,13.6,0.00,0.00,0.00
2025-01-22T22:00,14.6,58,95,2.5,315,12.6,13.9,13.6,0.00,0.00,0.00
2025-01-22T23:00,12.8,60,78,5.3,254,12.1,13.8,13.6,0.00,0.00,0.01
2025-01-23T00:00,11.1,64,33,6.7,241,11.7,13.7,13.6,0.00,0.00,0.02
2025-01-23T01:00,11.5,60,26,7.7,238,11.2,13.6,13.6,0.00,0.00,0.03
2025-01-23T02:00,9.8,64,15,9.6,232,10.9,13.4,13.6,0.00,0.00,0.03
2025-01-23T03:00,9.3,65,5,6.6,241,10.7,13.3,13.6,0.00,0.00,0.01
2025-01-23T04:00,9.2,64,29,7.3,233,10.3,13.1,13.6,0.00,0.00,0.02
2025-01-23T05:00,9.9,61,58,7.6,234,10.1,12.9,13.6,0.00,0.00,0.02
2025-01-23T06:00,10.6,59,2,11.2,237,10.1,12.8,13.6,0.00,0.00,0.04
2025-01-23T07:00,11.0,55,0,10.7,230,10.2,12.6,13.6,0.00,0.00,0.04
2025-01-23T08:00,11.7,57,0,9.7,231,10.3,12.5,13.6,0.00,0.00,0.05
2025-01-23T09:00,15.0,55,0,11.3,239,11.3,12.4,13.6,0.00,0.00,0.12
2025-01-23T10:00,18.1,48,0,11.6,243,12.9,12.4,13.6,0.00,0.00,0.22
2025-01-23T11:00,20.6,40,0,12.4,243,14.6,12.5,13.6,0.00,0.00,0.33
2025-01-23T12:00,22.0,37,0,12.0,250,16.2,12.7,13.6,0.00,0.00,0.39
2025-01-23T13:00,22.8,36,0,7.9,282,17.1,12.9,13.6,0.00,0.00,0.39
2025-01-23T14:00,22.9,34,0,6.6,327,18.0,13.2,13.6,0.00,0.00,0.37
2025-01-23T15:00,22.6,35,0,5.8,31,18.4,13.6,13.7,0.00,0.00,0.30
2025-01-23T16:00,21.3,50,0,4.8,43,18.2,13.9,13.7,0.00,0.00,0.19
2025-01-23T17:00,17.9,66,0,4.4,60,17.2,14.1,13.7,0.00,0.00,0.07
2025-01-23T18:00,15.5,69,0,3.6,81,15.6,14.2,13.7,0.00,0.00,0.02
2025-01-23T19:00,14.9,65,0,1.8,75,14.2,14.3,13.7,0.00,0.00,0.00
2025-01-23T20:00,14.4,63,0,1.2,52,13.1,14.2,13.7,0.00,0.00,0.00
2025-01-23T21:00,13.8,65,0,0.6,54,12.2,14.1,13.7,0.00,0.00,0.00
2025-01-23T22:00,12.8,72,0,1.8,354,11.6,13.9,13.7,0.00,0.00,0.00
2025-01-23T23:00,11.8,72,0,2.3,290,11.1,13.8,13.7,0.00,0.00,0.00
2025-01-24T00:00,11.0,70,0,2.6,292,10.6,13.6,13.7,0.00,0.00,0.00
2025-01-24T01:00,9.7,71,0,2.4,302,9.8,13.5,13.8,0.00,0.00,0.00
2025-01-24T02:00,9.1,70,0,3.7,265,9.5,13.3,13.8,0.00,0.00,0.00
2025-01-24T03:00,9.1,68,0,4.1,245,9.2,13.0,13.8,0.00,0.00,0.00
2025-01-24T04:00,8.8,69,0,3.2,267,8.9,12.8,13.8,0.00,0.00,0.00
2025-01-24T05:00,8.5,70,0,3.3,270,8.7,12.6,13.8,0.00,0.00,0.00
2025-01-24T06:00,7.9,72,0,5.4,260,8.5,12.4,13.8,0.00,0.00,0.00
2025-01-24T07:00,7.8,74,0,6.8,255,8.4,12.1,13.8,0.00,0.00,0.01
2025-01-24T08:00,9.4,70,0,7.6,256,8.6,11.9,13.8,0.00,0.00,0.03
2025-01-24T09:00,13.3,61,0,8.6,257,9.9,11.8,13.8,0.00,0.00,0.10
2025-01-24T10:00,16.3,56,0,6.2,283,11.8,11.8,13.8,0.00,0.00,0.19
2025-01-24T11:00,18.3,45,0,5.9,308,13.7,11.9,13.8,0.00,0.00,0.29
2025-01-24T12:00,19.6,41,0,6.3,319,15.4,12.1,13.8,0.00,0.00,0.35
2025-01-24T13:00,20.4,43,0,7.4,355,16.2,12.4,13.8,0.00,0.00,0.37
2025-01-24T14:00,20.6,43,0,9.0,7,17.1,12.7,13.8,0.00,0.00,0.36
2025-01-24T15:00,19.9,47,0,10.3,17,17.5,13.0,13.8,0.00,0.00,0.29
2025-01-24T16:00,18.1,53,0,8.6,32,17.2,13.3,13.8,0.00,0.00,0.19
2025-01-24T17:00,14.9,67,0,5.1,45,16.2,13.5,13.8,0.00,0.00,0.07
2025-01-24T18:00,13.2,66,0,2.2,38,14.5,13.7,13.8,0.00,0.00,0.02
2025-01-24T19:00,12.6,66,0,1.8,8,13.2,13.7,13.8,0.00,0.00,0.00
2025-01-24T20:00,11.4,69,0,2.4,320,12.2,13.6,13.8,0.00,0.00,0.00
2025-01-24T21:00,10.9,73,0,1.9,294,11.4,13.5,13.8,0.00,0.00,0.00
2025-01-24T22:00,9.8,80,0,5.6,277,10.8,13.3,13.8,0.00,0.00,0.00
2025-01-24T23:00,9.5,83,0,6.0,263,10.4,13.2,13.8,0.00,0.00,0.00
2025-01-25T00:00,9.3,80,0,6.5,262,10.1,13.0,13.8,0.00,0.00,0.00
2025-01-25T01:00,9.2,75,0,6.4,256,9.9,13.1,13.8,0.00,0.00,0.00
2025-01-25T02:00,8.6,70,0,4.8,265,9.6,12.9,13.8,0.00,0.00,0.00
2025-01-25T03:00,8.3,65,0,4.8,255,9.2,12.7,13.8,0.00,0.00,0.01
2025-01-25T04:00,8.1,63,0,4.3,231,8.9,12.5,13.8,0.00,0.00,0.01
2025-01-25T05:00,7.6,65,0,4.5,267,8.5,12.3,13.8,0.00,0.00,0.00
2025-01-25T06:00,7.7,62,0,6.5,240,8.3,12.1,13.8,0.00,0.00,0.01
2025-01-25T07:00,8.0,56,0,7.4,219,8.2,11.9,13.8,0.00,0.00,0.02
2025-01-25T08:00,9.7,57,6,6.8,235,8.4,11.7,13.8,0.00,0.00,0.04
2025-01-25T09:00,14.2,52,5,7.3,246,9.8,11.5,13.8,0.00,0.00,0.11
2025-01-25T10:00,17.8,48,2,5.1,243,11.8,11.6,13.8,0.00,0.00,0.20
2025-01-25T11:00,19.7,39,11,12.6,312,13.7,11.7,13.8,0.00,0.00,0.33
2025-01-25T12:00,19.7,39,86,9.7,319,15.2,11.9,13.8,0.00,0.00,0.36
2025-01-25T13:00,20.4,44,4,3.9,21,16.6,12.4,13.8,0.00,0.00,0.36
2025-01-25T14:00,20.6,50,59,10.4,19,17.5,12.7,13.8,0.00,0.00,0.35
2025-01-25T15:00,18.7,64,7,10.7,24,17.7,13.0,13.8,0.00,0.00,0.26
2025-01-25T16:00,17.5,75,1,9.8,1,17.4,13.3,13.8,0.00,0.00,0.16
2025-01-25T17:00,15.9,85,73,2.5,7,16.5,13.6,13.8,0.00,0.00,0.05
2025-01-25T18:00,14.4,90,54,5.9,153,15.3,13.7,13.8,0.00,0.00,0.02
2025-01-25T19:00,12.4,93,67,5.6,166,14.2,13.8,13.8,0.00,0.00,0.00
2025-01-25T20:00,11.4,94,89,5.1,198,13.4,13.8,13.9,0.00,0.00,0.00
2025-01-25T21:00,11.0,94,60,6.6,210,12.7,13.7,13.9,0.00,0.00,0.00
2025-01-25T22:00,10.6,93,99,5.7,202,12.2,13.6,13.9,0.00,0.00,0.00
2025-01-25T23:00,10.9,93,100,5.0,213,11.9,13.5,13.9,0.00,0.00,0.00
2025-01-26T00:00,11.0,93,100,4.9,208,11.8,13.4,13.9,0.00,0.00,0.00
2025-01-26T01:00,11.1,83,92,2.2,90,12.5,13.6,13.9,0.00,0.00,0.00
2025-01-26T02:00,11.5,77,47,1.8,72,12.0,13.5,13.9,0.00,0.00,0.00
2025-01-26T03:00,10.9,74,0,1.1,133,11.3,13.4,13.9,0.00,0.00,0.00
2025-01-26T04:00,10.2,76,0,2.2,140,10.7,13.3,13.9,0.00,0.00,0.00
2025-01-26T05:00,10.5,72,0,1.7,122,10.3,13.1,13.9,0.00,0.00,0.00
2025-01-26T06:00,9.6,77,2,4.6,263,9.9,13.0,13.9,0.00,0.00,0.00
2025-01-26T07:00,9.1,80,8,5.6,217,9.7,12.8,13.9,0.00,0.00,0.00
2025-01-26T08:00,9.7,80,3,5.2,247,9.7,12.6,13.9,0.00,0.00,0.02
2025-01-26T09:00,14.2,69,0,7.1,233,10.9,12.5,13.9,0.00,0.00,0.09
2025-01-26T10:00,17.2,59,39,4.8,310,12.8,12.5,13.9,0.00,0.00,0.19
2025-01-26T11:00,19.1,52,55,3.7,331,14.7,12.6,13.9,0.00,0.00,0.28
2025-01-26T12:00,20.9,47,57,5.9,317,16.4,12.8,13.9,0.00,0.00,0.36
2025-01-26T13:00,22.2,44,98,4.4,309,17.5,13.1,13.9,0.00,0.00,0.36
2025-01-26T14:00,23.5,37,86,5.9,294,18.5,13.4,13.9,0.00,0.00,0.35
2025-01-26T15:00,22.2,47,100,9.4,352,18.9,13.7,13.9,0.00,0.00,0.31
2025-01-26T16:00,18.8,61,100,10.6,36,18.3,14.0,13.9,0.00,0.00,0.17
2025-01-26T17:00,15.9,70,100,8.2,72,17.3,14.3,13.9,0.00,0.00,0.08
2025-01-26T18:00,13.3,80,100,3.5,30,15.7,14.4,13.9,0.00,0.00,0.02
2025-01-26T19:00,12.1,86,100,1.8,360,14.4,14.4,14.0,0.00,0.00,0.00
2025-01-26T20:00,11.7,87,100,1.1,114,13.4,14.4,14.0,0.00,0.00,0.00
2025-01-26T21:00,12.0,82,100,2.1,204,12.7,14.3,14.0,0.00,0.00,0.00
2025-01-26T22:00,11.7,77,94,4.7,225,12.2,14.2,14.0,0.00,0.00,0.00
2025-01-26T23:00,11.0,70,57,5.3,227,11.6,14.0,14.0,0.00,0.00,0.01
2025-01-27T00:00,10.9,65,95,6.5,220,11.1,13.8,14.0,0.00,0.00,0.01
2025-01-27T01:00,11.1,70,99,6.6,221,10.6,13.7,14.0,0.00,0.00,0.01
2025-01-27T02:00,12.9,64,84,9.8,218,10.6,13.6,14.0,0.00,0.00,0.03
2025-01-27T03:00,16.3,56,99,17.6,217,11.2,13.4,14.0,0.00,0.00,0.08
2025-01-27T04:00,17.7,52,94,23.6,219,12.1,13.3,14.0,0.00,0.00,0.12
2025-01-27T05:00,18.0,49,97,23.8,220,12.9,13.3,14.0,0.00,0.00,0.13
2025-01-27T06:00,18.1,45,99,22.2,220,13.4,13.3,14.0,0.00,0.00,0.14
2025-01-27T07:00,18.1,42,99,20.9,221,13.7,13.3,14.0,0.00,0.00,0.14
2025-01-27T08:00,18.1,43,86,20.9,222,14.0,13.4,14.0,0.00,0.00,0.15
2025-01-27T09:00,19.7,40,98,20.4,225,14.6,13.4,14.0,0.00,0.00,0.21
2025-01-27T10:00,21.5,35,74,23.3,227,15.6,13.6,14.0,0.00,0.00,0.32
2025-01-27T11:00,23.2,32,38,26.0,225,16.9,13.7,14.0,0.00,0.00,0.43
2025-01-27T12:00,24.7,29,27,26.5,226,18.1,14.0,14.0,0.00,0.00,0.50
2025-01-27T13:00,25.9,26,67,25.9,231,19.9,14.4,14.1,0.00,0.00,0.54
2025-01-27T14:00,27.0,22,87,29.7,228,20.5,14.8,14.1,0.00,0.00,0.57
2025-01-27T15:00,26.5,24,88,21.6,246,20.7,15.1,14.1,0.00,0.00,0.46
2025-01-27T16:00,24.4,30,67,10.3,262,20.4,15.4,14.1,0.00,0.00,0.26
2025-01-27T17:00,20.9,44,17,6.6,264,19.3,15.6,14.1,0.00,0.00,0.11
2025-01-27T18:00,18.9,39,41,4.5,254,17.6,15.8,14.1,0.00,0.00,0.05
2025-01-27T19:00,17.8,40,47,8.6,244,16.4,15.8,14.2,0.00,0.00,0.06
2025-01-27T20:00,19.6,42,19,15.1,225,16.1,15.8,14.2,0.00,0.00,0.11
2025-01-27T21:00,19.5,55,37,19.1,222,16.2,15.8,14.2,0.00,0.00,0.10
2025-01-27T22:00,19.6,59,28,18.5,228,16.3,15.8,14.2,0.00,0.00,0.09
2025-01-27T23:00,17.1,73,100,10.6,294,16.1,15.8,14.2,0.10,0.10,0.03
2025-01-28T00:00,16.3,82,100,9.0,289,15.8,15.8,14.2,0.30,0.30,0.01
2025-01-28T01:00,16.9,77,100,11.4,274,16.9,16.0,14.2,0.10,0.10,0.02
2025-01-28T02:00,16.9,72,100,11.8,263,16.5,16.0,14.3,0.00,0.00,0.03
2025-01-28T03:00,16.4,73,100,10.2,257,16.2,16.0,14.3,0.10,0.10,0.02
2025-01-28T04:00,15.9,77,100,10.4,255,15.9,15.9,14.3,0.10,0.10,0.02
2025-01-28T05:00,15.6,78,100,10.7,257,15.6,15.9,14.3,0.20,0.20,0.02
2025-01-28T06:00,15.2,78,100,11.1,237,15.1,15.8,14.3,0.30,0.30,0.02
2025-01-28T07:00,14.8,76,83,12.4,220,14.7,15.7,14.3,0.10,0.10,0.02
2025-01-28T08:00,14.5,75,34,14.3,216,14.4,15.6,14.4,0.00,0.00,0.05
2025-01-28T09:00,15.6,65,59,11.4,227,14.7,15.5,14.4,0.00,0.00,0.11
2025-01-28T10:00,16.9,61,36,8.1,261,15.6,15.5,14.4,0.00,0.00,0.16
2025-01-28T11:00,18.1,59,1,8.6,274,16.8,15.5,14.4,0.10,0.10,0.25
2025-01-28T12:00,19.8,52,2,11.8,259,18.1,15.6,14.4,0.00,0.00,0.35
2025-01-28T13:00,21.4,41,4,13.0,281,19.6,15.7,14.4,0.00,0.00,0.40
